epsilon_r,layers,area,thickness,capacitance,resonant_frequency,esr
4603.4776771001,84,1.0019077654913375e-05,3.212769779369942e-05,9.142390092679427e-07,5353226.7034162665,0.003927724597127944
3266.6768318813984,31,1.4863791905584168e-05,3.158396033948589e-05,4.041347700427538e-07,8021293.494608659,0.005931642701175126
6312.602499862605,141,1.1527808425770488e-05,7.496070496206992e-06,1.0743256089490707e-05,1568840.803043327,0.0055583109984329495
1825.1916761943974,474,1.4163022444892305e-06,2.0124547236483307e-05,3.5302179181685714e-07,8214931.847239743,0.0033069955381085543
3275.3741610845723,465,2.4855945601928108e-05,3.564000967317187e-05,5.563617872029887e-06,2155370.480203949,0.004490141372132505
3980.437511290071,311,1.4044965705533703e-05,4.862751483045559e-05,2.13807968049484e-06,3403435.6760216984,0.003843276682550316
4832.664850061841,452,1.236713813163063e-05,9.232869176554283e-06,1.6678179204803586e-05,1212465.4396029944,0.005861695365697552
7959.171633233629,427,2.39108169160973e-05,2.11116526266167e-05,2.1866748353825913e-05,1064722.6138649753,0.004550561039724601
2396.9009305044174,276,4.740648822089851e-06,5.659596190333739e-06,4.247810198334648e-06,2436266.388321451,0.003456005129432694
5385.227164929311,296,5.541702461085958e-06,1.2876446522813546e-05,4.605802711910961e-06,2376137.6762771513,0.005170950052327736
6127.938404189404,404,2.0392353977506805e-05,1.9461207822981364e-05,1.5341318548872997e-05,1313812.7149170993,0.0056067283305240604
941.2789208399784,129,7.25994592060021e-06,2.7491519149665173e-05,2.454761245161503e-07,10264033.39844625,0.004049237023221965
6271.676093063665,255,2.0181450550996646e-05,1.229777722971497e-05,1.6844104574699814e-05,1241829.9935609994,0.004735323048190058
2119.9791750292698,65,7.516803589804061e-06,1.2150570397755603e-05,7.160338926597488e-07,6164619.8889968395,0.004100091368315801
1117.9901333601554,47,1.7965031254000357e-06,3.911366897786999e-05,1.9874713581511126e-08,36197833.2260039,0.006290371036712948
9514.412603906665,254,1.3408353373281184e-05,4.816944148439718e-05,4.583858045611693e-06,2340686.3526072665,0.0045700562312099005
9673.504314208314,30,5.720474419044673e-06,1.6857035419821357e-05,8.218439133529964e-07,5616215.53197636,0.00428798443525895
8179.774807106381,119,1.9188311030379308e-05,3.471160891314833e-05,4.240538715690635e-06,2527518.6979353246,0.004950194672214903
3393.8308071470215,103,1.6388791197571556e-05,1.3645942606538117e-05,3.0320014732297087e-06,2840069.705125445,0.004793259057168408
1427.8850830606468,403,2.316646403147003e-05,4.646966049331597e-05,1.764144188236957e-06,3756589.9998871107,0.005688991136340178
7000.213751865491,419,1.9791720574377663e-05,3.3972215648104516e-05,9.506853535726222e-06,1679647.6365236144,0.0062164568885113725
4681.448690526212,484,5.338622916177444e-06,4.033116587724093e-05,1.621993593739886e-06,3928847.677868367,0.0062251841189921355
1659.3632310253988,145,2.0203797679955112e-05,3.4183481167590758e-06,1.1511969156278029e-05,1506030.0319896182,0.004618209324473233
5204.180646057067,240,1.640168907553656e-05,3.032679244379061e-05,5.1019721842010165e-06,2285630.6668997738,0.005305884051575907
826.6909505945748,17,1.7054839402255e-05,2.6853004236560733e-05,6.690888482135214e-08,18968412.963496264,0.006497761730042881
9138.543819748429,453,2.097430926328357e-05,1.535684843866507e-05,3.180250884015757e-05,885171.370049428,0.006527160436237233
2958.409825200161,337,1.4771777660534566e-05,1.3859069267808588e-05,6.788358230340555e-06,1978233.1998931526,0.004124372246698414
6793.9617013628285,384,1.2184084344472311e-05,2.9421215313531522e-05,6.008824501888355e-06,2047980.6716078022,0.005592874051326741
3461.255222849404,299,1.627938484860947e-05,3.5617796115354034e-05,3.219539403130499e-06,2691697.4220745326,0.005423937314573122
5440.646201189203,260,8.150978295000618e-06,2.6254650947242592e-06,3.0039589376600026e-05,908909.9347429029,0.005926511430710944
5693.7476537611565,409,5.382331146090383e-06,2.8802677514261517e-05,2.578129888276237e-06,3184300.8965523327,0.006244925963633215
2256.117327492507,370,1.5798108113709913e-05,9.352516918384805e-06,8.205768425961725e-06,1801809.2588108499,0.003959183991337328
9711.053963763306,406,6.6123608580514646e-06,7.877773837918927e-06,1.9877639717412252e-05,1130001.8032389064,0.0043096151360563426
7863.761821930589,96,2.9179626243185613e-06,3.1532854916639545e-05,5.793597786112657e-07,6676176.90184427,0.00591886548852128
9425.239944859797,213,1.0133004300460938e-06,1.623263574365618e-05,8.98188998478877e-07,5271312.475307549,0.00515555167907169
9000.859829062663,228,1.559966563360161e-05,2.260313142360834e-05,9.684362605188006e-06,1646491.7404916578,0.002773394296714983
6180.049798705309,415,9.691570803525684e-06,1.8639941662548876e-05,7.60808519634558e-06,1876672.0916452042,0.003334181007206106
9257.80523271961,489,1.9055463296162945e-05,3.2768479687473664e-05,1.4421826024517376e-05,1345648.9163614502,0.005662924805306635
1340.6787694932352,250,1.000423355951446e-05,2.4035868537256976e-05,9.604445790748967e-07,5123377.760221282,0.005840071950456268
2361.8371929818795,420,1.2664082757717442e-05,4.820947443985943e-05,1.5807297947348469e-06,4037808.1303468593,0.003651418673742906
929.6592446501116,329,1.0770039347569238e-05,1.8266755196216805e-05,1.1180319681261493e-06,4850521.244177445,0.006099683085335105
3590.6381422510112,267,1.661379498662431e-05,3.7273932672878924e-05,2.7102093419837024e-06,3058857.6017076015,0.004803692951000463
4192.4342520500795,118,9.547339888359238e-06,1.3607335811569184e-05,2.756695862992797e-06,3079810.0719933193,0.003978733708275044
3077.815801852011,265,2.4130423598615414e-05,2.59289015386812e-05,5.0139919324830685e-06,2264294.578788133,0.004440109593556299
8373.00633694333,490,2.3467527678364726e-05,2.8075917843195898e-05,1.9290850197305834e-05,1178422.6770808466,0.0037775009317180565
3889.1566035890983,291,2.1352669663774752e-05,1.712635477207388e-05,9.310310522427962e-06,1672542.5789646283,0.004384364642354509
3168.8778420301173,229,2.3087206493745955e-05,2.411724591671883e-05,5.029923473526527e-06,2221709.6126683084,0.0031315581929369173
5655.612790003361,92,1.1779352523025386e-05,1.4684653257026119e-05,3.164895954082168e-06,2908516.26859152,0.004927522098284491
1838.780137260245,116,1.387432952294781e-05,1.2940383020251175e-06,1.8003475864282393e-05,1197070.3337876648,0.005587199091832095
8120.871317163377,78,1.8810222221397867e-05,1.1566766780256059e-05,8.036810750921885e-06,1770365.0635740305,0.0036533633904886646
1208.2311149578227,106,1.770750219852499e-05,3.530314445216683e-05,4.7582196186744983e-07,7098637.322759261,0.005018901103553723
9875.425897704914,221,2.23762862945313e-05,3.8777188199783474e-05,8.516035180648338e-06,1732632.6906452773,0.004196132116197382
7836.325308318245,295,1.8191944654160687e-05,1.472994048980708e-05,1.8246244008915173e-05,1221477.7489985067,0.005669075308503914
2387.798974574638,246,2.4949232997483054e-05,2.0994106942085527e-05,5.112663499961929e-06,2104349.424138234,0.002685934970912577
552.4601126742228,17,9.364139195958185e-06,2.8309173467919435e-06,2.4725203672845947e-07,9577138.539796015,0.005713667170074402
8246.883570320924,303,2.099194581374603e-05,1.261608215378635e-05,2.5377296296715612e-05,1014406.1075031246,0.0031824417511669718
7215.144766552363,198,1.7743235747983942e-05,3.918174488524266e-05,4.706035389072118e-06,2330982.829019711,0.0047911749385152035
7425.568096389379,90,1.7593274685160447e-05,3.0693327242987806e-05,3.0697895824633464e-06,2911167.2578568356,0.004293020334291643
7827.068293516484,117,8.820054276279975e-06,1.10827555757642e-05,5.551230354223552e-06,2113630.852325965,0.004640371039446485
1203.4241914738584,330,1.985444301815254e-05,1.3614657760999178e-05,3.645632132178833e-06,2523017.55057295,0.003470817038216522
3905.42442117059,76,2.2609024536342383e-05,4.102329912648845e-05,1.3893487024038357e-06,4198819.184151339,0.006662525095358624
1600.7560654887322,183,6.2451630764935104e-06,1.1245125944300141e-05,1.233005291758073e-06,4673912.85156048,0.0037144208642803595
8699.482545818139,355,1.60119240908009e-05,1.737372856650943e-05,1.8134967626716897e-05,1171174.112733392,0.00379265204174151
6421.3322048618,360,1.0411235898466606e-05,3.355357589107757e-05,4.157012112782503e-06,2446612.0778493606,0.006795715813840145
3643.5312361001675,337,2.474915486307705e-05,2.8494506899695858e-05,7.691190655181963e-06,1719341.8105661485,0.005323043277773753
1103.8043277172246,52,1.2491987579960358e-05,2.3582640056456904e-05,2.638186741123913e-07,9445044.994656181,0.0037493739020891806
3454.332056298791,196,6.479684171126625e-06,4.508731345800747e-05,7.227705368615173e-07,6051418.7755036475,0.004874762455668714
3589.241559254097,311,1.0164583005323981e-05,1.1765812673037534e-05,5.872965505774497e-06,2066008.8474077582,0.004764642726947635
7431.258694211609,209,1.669212135559903e-05,3.732957465228699e-05,5.200716163880495e-06,2250680.249167517,0.0033134191906214853
6556.795977874524,390,2.8261449123898306e-06,8.794128190290986e-06,4.790568533560778e-06,2264801.846760739,0.004242535278962132
8928.521054475103,428,1.5486446085309703e-05,3.1170957840625115e-05,1.0825085609024666e-05,1484788.5058009746,0.004974089566071931
4986.041789038518,48,2.3349394220293555e-05,4.366055460715435e-05,9.68747341746622e-07,5086775.6326621855,0.006270313488219979
1636.145336413866,229,2.140870690378841e-05,2.343718748842876e-05,2.250589316194258e-06,3316398.1506252815,0.004811648213656867
7275.8254786184525,316,2.624164879791601e-06,3.649043085237512e-05,1.0872450218892712e-06,4746345.26213296,0.004890755279866427
7727.457961860526,13,2.4841357089737636e-05,4.1199274296950425e-05,5.132341609953025e-07,6911870.223215396,0.004197590985292117
5832.133376910214,130,1.77694461688931e-05,7.665294819002536e-06,1.40238398805293e-05,1340333.94794022,0.006096222608130355
7824.1882095683295,345,4.894739783536568e-06,3.558551786882339e-05,2.397006741099903e-06,3218804.9900909686,0.0059044290428620205
5191.058165461712,86,1.2979861400661639e-06,4.607221017544514e-05,1.0066705268348889e-07,15566910.631962854,0.005830608200917025
5465.961879128943,477,5.1107832710116326e-06,2.924215988292167e-05,2.4479923440831772e-06,3332839.3729530587,0.0051130383743260305
4561.639674406221,188,2.1116222096457726e-05,1.0119989981909047e-05,1.3247053167551923e-05,1395468.806414501,0.003401681359330342
741.4817040689043,142,1.5193437986839298e-06,7.220184047858206e-06,1.759450884982571e-07,12036658.646312295,0.006090016499301619
1524.9685564363922,320,6.595535286834077e-06,1.372703119287065e-05,1.5031276122933528e-06,4099621.9924110523,0.00505798014203943
798.5772640239754,238,1.9175334288037012e-05,6.072150181817446e-06,4.423428288561411e-06,2424844.8022883846,0.0046915415308801745
6545.898907005913,285,1.5066652861555244e-05,2.615630950766733e-05,7.053392914737352e-06,1915208.4917496298,0.005449068198675908
3486.381820225103,161,1.9785657048644606e-05,4.415529452629994e-06,1.7916570213523672e-05,1164433.9031844565,0.005224328317616311
5331.421566064676,173,1.8907612091842913e-05,1.1946826607175099e-05,1.0802818892709784e-05,1484342.9648170653,0.0039311672392388485
9121.881502297883,299,2.2144332909233135e-06,2.2555611751698506e-05,1.7615267108370097e-06,3619593.319879966,0.0046826087359901685
2868.276176914312,387,2.242027405825964e-05,2.4221822769699055e-05,6.136560147053555e-06,2104503.895946374,0.003096186368709508
4398.637768838482,118,6.448764022774448e-06,2.870452577220126e-05,9.680057683590217e-07,5069859.440211115,0.005089798810044139
7677.735816158963,135,1.4281418565514332e-05,3.55751331747856e-05,3.3236598186443826e-06,2793342.5912554963,0.006331972958685943
2673.582572170413,249,1.6462915756666694e-05,3.314203343607909e-06,2.1107314417910185e-05,1099905.0270110331,0.0032044657112328457
1231.3091433735335,319,5.047077061242289e-06,4.950426656613379e-06,2.766261436572188e-06,3081260.667863396,0.005128935546370137
3252.6388026807963,427,2.442955016082339e-05,3.982098438434257e-06,4.237598715707117e-05,772145.7522617871,0.0056685167078804385
2031.602228913042,476,1.2715742946095416e-05,2.173436545778061e-05,3.4395864416216907e-06,2641657.331760502,0.005816716069558676
9332.127697254444,410,2.3834246943374426e-06,3.0505492992637814e-06,1.727118528050139e-05,1185921.763295878,0.0042541224103235355
8177.143605861961,398,2.349428907466817e-05,3.755798207473499e-05,1.1962073302982785e-05,1444972.2878376227,0.0038981709287500797
6517.335686849023,354,1.5070428236638434e-05,1.1927008870885417e-05,1.8010796644410773e-05,1148315.3743017227,0.004413171599297306
8778.875606783318,155,1.7780636751553034e-05,4.702141217120798e-05,3.951120069670332e-06,2488715.753392897,0.006192577177797297
8134.8847305415875,261,1.360421895842138e-05,2.4833783999758462e-05,7.902025153492712e-06,1747476.0211624932,0.003291143759750235
2272.415559417341,192,2.1033710914647222e-05,2.2869961869667883e-05,2.8974784594241404e-06,2937282.119333197,0.003784599307229424
8979.310485654789,318,1.7952030926370615e-06,3.9246395939335514e-05,8.93678560029334e-07,5271078.297423135,0.004548105299722199
5623.751298198682,315,7.441080766651546e-06,3.594454521075657e-05,2.4288843792801823e-06,3237078.848387502,0.004025862291411498
8170.681474058594,81,1.2271560553664614e-05,3.0758143006459e-05,2.027280513646597e-06,3595193.8665355444,0.004961421656362077
9012.867349273185,228,2.8384867915290407e-06,4.682218860626813e-05,9.066449516326968e-07,5260040.036617359,0.006421760796992867
3521.033012232707,216,1.7941760063839798e-05,2.1690703788366775e-05,4.584227286411618e-06,2280012.434284641,0.0037967412526002248
1545.4932830129292,182,1.0447921937335378e-05,4.061805211284204e-05,5.165942576604724e-07,6715510.154562482,0.004855769904838299
2665.384044148446,150,7.544031766435457e-06,1.962455434154511e-05,1.2095234003555042e-06,4591140.518705313,0.0049934832539740735
4557.523991949435,281,1.0810923234018946e-06,4.207893804050914e-05,2.174465793100042e-07,10649386.087212557,0.004679265215106597
8271.140276263684,223,1.827592748199889e-05,1.3714256819332464e-05,1.7142608386901038e-05,1211749.0853658135,0.0034219115261814644
8676.940540935262,477,2.1011423412948684e-05,1.5174086568965594e-05,3.103620021439257e-05,909366.2375519996,0.0043623258788092105
566.0452400463116,278,1.0480972856355963e-05,3.421560716685525e-05,2.8294510809765413e-07,9734795.086555269,0.0043663379452002155
5352.099374486875,29,1.4541231448800773e-05,1.1422951452638024e-05,1.5975689359649154e-06,3842731.9712491925,0.005636212769392892
4465.4045299134,75,6.464479022310362e-06,1.2228555164246013e-05,1.4860553486825185e-06,4044997.773211269,0.0054221015025293536
2610.024199471937,492,1.5932743510723193e-05,1.5957859021853324e-05,6.918654963242714e-06,1910153.7609632835,0.003448307822897182
1638.7209896699867,312,1.2912989995648125e-06,3.426750971335842e-05,1.1646751902522932e-07,14411177.160260962,0.004621369167189917
3707.3441283344655,156,1.2727453530370203e-05,4.458001652873836e-05,1.3026948747751555e-06,4278273.073127845,0.004501990090422448
9457.642187168933,438,1.6460931564176616e-05,3.405381490522235e-05,1.1244459341498275e-05,1540207.6478086975,0.006955167604712894
3570.427854197175,174,2.3036602557513618e-05,4.156289797286214e-05,2.3915551941458057e-06,3186256.573569562,0.0052933500833307594
5428.510906561978,387,1.0152059610934822e-05,2.763446889502902e-05,5.139006806924533e-06,2162009.37491366,0.003923264954463181
7178.680109504189,319,1.9364564871544718e-05,4.377237845912119e-06,6.157230322368734e-05,626669.3397465724,0.00422327293749164
3954.4812226032927,15,1.534448871864402e-05,5.922844363916532e-06,1.3060345846368734e-06,4499607.529645453,0.004624027878403936
9731.929785849126,23,2.3248290710201935e-05,2.816520693997886e-05,1.4703314685147258e-06,4092890.281335194,0.005367634948507469
9643.249301950056,141,1.0561064215826336e-05,1.7062247463463373e-05,6.469434865491729e-06,1923896.6639572005,0.005486066747804815
2891.9318103409596,351,8.658288156951712e-06,1.1807835608210191e-05,4.417471565738314e-06,2354364.441374379,0.00520087117858536
5223.860805977662,252,2.2291407968659452e-05,2.3846589437828423e-05,7.912118770132587e-06,1787537.3539164257,0.004790659264665189
3358.343943259312,448,2.181865633798939e-06,3.3658340304310774e-05,5.648557625799684e-07,6815989.452478107,0.0048674430695150135
3205.9846965859424,240,4.273249430408243e-06,1.9864605439057065e-05,1.1712760831236544e-06,4725530.933289125,0.004872967688120766
850.4259998680616,237,2.977706430017067e-06,4.0324570600709744e-05,1.09456833126801e-07,14975798.29816304,0.0032228040933815075
6290.86117280902,171,2.1234638957833665e-05,3.7187639081998295e-05,4.549181048212499e-06,2334616.541456855,0.0049397325143164875
5275.450720674184,292,1.2545781608876653e-06,3.7010829225818774e-05,3.822679881948346e-07,8482579.243329773,0.004432848895070581
989.0481368748988,272,2.1679771731929155e-05,4.927429479419204e-05,8.061590884570492e-07,5717065.604854266,0.0033480053760924266
3147.141410247809,140,1.1830427088910404e-05,1.5466268891210107e-05,2.6486246058559595e-06,3076928.944409137,0.007418816384976781
9128.52591668321,440,1.096606692495298e-06,3.259155373070386e-05,7.166604760156646e-07,5672257.171411392,0.005318058234928492
2775.837961336238,234,1.0639484253089004e-05,4.291843866785537e-05,1.0889241415389875e-06,4778786.024347711,0.005014827140063318
1876.5012848666195,267,5.483220185080854e-06,2.939669726178164e-05,6.475765614983456e-07,6088300.47628567,0.004630879953386546
5149.801222636848,243,1.5985611699331914e-05,3.968560662965424e-05,3.4711643915464925e-06,2654752.203717957,0.0057312440977119366
9863.679314050707,345,1.7304610958119517e-05,2.1308157106155705e-05,1.7441255396143884e-05,1181855.8173766476,0.0038380566559202325
2799.525079359254,418,1.2700661689719996e-05,2.993407593708543e-05,2.7693849356569653e-06,3010340.092685123,0.004687859557592026
6885.287700355846,325,1.972468610552079e-06,3.727653247412086e-06,7.597584019971562e-06,1828470.1629758042,0.004048410607050953
7735.386345622817,472,1.6747091304812846e-05,4.930261268541586e-05,6.875297336582799e-06,1891354.8282922725,0.005722186572059171
2757.5566679277968,33,2.120893080653251e-05,4.0200905590972445e-05,3.7527077797778324e-07,8005813.68558968,0.004179002704563216
7418.055311812666,280,1.8287782655833635e-05,4.357164450994103e-05,5.999592858379598e-06,2047398.011239763,0.006102178724065431
3993.9397608329054,104,2.0918990054927647e-05,3.502041962900436e-05,1.794116114702465e-06,3720018.9638272924,0.004902334321102228
6506.905390639005,151,5.812228565221299e-06,1.0116451607626276e-05,4.3084756500726414e-06,2332682.3337279465,0.005775642776345947
6518.5322522285,191,2.2333310551755584e-05,2.520393678483581e-06,8.736106437438154e-05,545012.7491139292,0.005399917970006167
5589.859498710205,215,8.732642815551108e-06,4.336817377906467e-05,1.778637858477872e-06,3718767.99450294,0.0060615547010133535
1357.7528155168789,399,1.3217155420477846e-06,2.0420202033070033e-05,2.148021224126923e-07,10800754.281750353,0.004068695526949724
8435.37370809776,471,2.1241399511897697e-05,1.3929378925956078e-05,3.192289404825845e-05,886860.3354359532,0.005905762413310124
3547.4106172314905,90,2.3603710455153442e-05,2.852197498310828e-05,2.3012557572147803e-06,3316679.8239946365,0.003138753978191961
2271.9258487986153,283,1.6733396738016372e-05,2.162402760131025e-05,3.5353791446908966e-06,2684533.3340010894,0.0050435833937989335
887.3638447702572,285,6.554479131122192e-06,3.293163378869029e-05,3.1988560357337394e-07,8666440.05262528,0.004455840978066054
6113.482960288297,380,7.04186714278073e-06,2.470586841967117e-05,3.90381785970724e-06,2563185.4565184256,0.003596381885954416
6936.861437501683,455,1.2198228962454869e-05,3.5164423881573265e-05,6.521864340292059e-06,1957198.2217064176,0.004107111446062993
657.5843748146334,474,2.254794591043407e-05,4.281774020594801e-05,9.838514744506715e-07,5184107.744992777,0.004359744899061899
5364.88405384317,217,4.590343747541401e-06,1.0582293536833664e-05,3.3558928911701906e-06,2792144.127638952,0.004804510685604194
2651.7098643804106,305,2.082336807000369e-05,1.7142211147708855e-05,6.070188836563244e-06,2096809.8782118459,0.004475420256317379
6629.141508889774,48,7.99126740892361e-06,2.240396374196131e-05,9.31120235887256e-07,5117870.092019696,0.005085866714697972
2156.4810755474186,445,2.040606806629835e-05,4.8140863953354275e-05,2.0528028614083755e-06,3603138.568224845,0.004170371829250689
7063.908511973426,297,2.308650874243693e-05,1.8901347063826782e-05,1.6817820083626643e-05,1229565.4007008986,0.004523417961724091
4173.985789855105,133,1.1259852927863686e-05,1.967389263003885e-05,2.589162954315598e-06,3170986.0763381463,0.0047122476644162175
9398.934892998977,373,9.76121569853274e-06,3.3020153625018494e-05,5.848896622485534e-06,2109121.5358097535,0.005183003136835735
1806.448969386936,466,2.0253311655311242e-05,2.1540785784607518e-05,4.415936323497558e-06,2417006.6140534645,0.005849075515437013
3740.1303349774557,292,1.3707589177105457e-05,4.760996353634066e-05,2.0116300521059885e-06,3471278.8428864665,0.005854852478227837
1577.9984517855962,375,1.742677716311673e-05,4.482896926329675e-05,1.510573154996119e-06,4173176.366051541,0.005238169970149834
9284.589373646346,189,1.5947901687068308e-05,2.6157030111007977e-05,7.577762428003642e-06,1841168.716887318,0.005431120823464645
8834.72385711932,106,4.669332295475112e-06,3.2593986463444646e-05,1.1386646352760882e-06,4577568.900801406,0.00531845223509192
2950.4454632939783,200,2.1274968646949482e-05,3.843497532297407e-06,2.2855583508138252e-05,1042563.044256717,0.004685448153236254
6769.848437324701,83,5.698602673915269e-06,3.509079587358751e-05,7.629430461981888e-07,5622215.061132933,0.005908002026146418
8263.61090191155,456,2.337477145769874e-05,3.565284277450258e-05,1.4007881420201954e-05,1306369.1445344607,0.004085853396599296
5774.407710194892,282,7.013710994131549e-06,1.86007654865172e-05,4.057759537543342e-06,2541126.7116099386,0.002952794977650585
5531.680494382062,58,1.8613143358569806e-05,1.1764461297638362e-05,4.003275486769173e-06,2441005.670822523,0.003959600356851584
2797.596763554291,493,7.831729443846209e-06,4.583884168903382e-05,1.2923092691816811e-06,4310299.919400828,0.006404308029187376
1384.4762941560425,346,8.626849806084733e-06,2.190854013945126e-05,1.1522428273915905e-06,4874157.3856716445,0.004705300842985657
9023.549700556605,219,8.440044466775328e-06,3.303159913528382e-05,3.451720370859611e-06,2684692.2764942828,0.005275916072832404
9053.971543051639,125,1.8949414096626e-05,2.633110953836542e-06,6.777932901238177e-05,619364.952042903,0.00472616114722369
6514.463844096045,32,1.4363562831265436e-05,2.1289291162264982e-05,1.200364313019384e-06,4697053.204855888,0.00556629712078937
3720.7830149626566,107,2.219085894033993e-05,4.104568173968012e-05,1.7509474653639575e-06,3862395.790784512,0.005072441326006746
3817.4909588202786,337,8.376945260897077e-06,1.999122401963504e-05,3.3308728786372875e-06,2765911.8586796178,0.004932116138400049
7396.578949267274,406,1.7607820529361866e-05,3.0554896846706965e-05,1.0089491923694512e-05,1583294.4549496016,0.005614205749485367
9022.547469549483,416,1.9070766391914658e-05,1.1282934223742435e-05,3.6506044356649944e-05,841942.4503134962,0.004534464281350109
8927.321030518615,322,4.635570712718996e-06,2.1409756793138422e-05,4.048334137554234e-06,2490153.7630835776,0.005373512124486867
7908.8176856474265,199,1.0614144575675469e-05,4.6454248184606146e-05,2.679593256076135e-06,3117308.9608498034,0.0048274776535388655
6599.300638465734,191,1.2587619864409867e-05,2.8756135735350826e-05,4.008634712210912e-06,2500729.7267224886,0.004893769808362688
1299.3296674529638,157,9.536497357464984e-06,4.5194641495553646e-05,3.108413252793651e-07,9000876.479466852,0.00418442105086114
2035.4727838988308,351,8.730702303259315e-06,4.519894567498762e-05,8.903600423665086e-07,5534545.956115109,0.004785519282646995
9036.264791007254,445,1.747407745594341e-05,4.72632422207995e-05,8.430355494760964e-06,1716739.486962236,0.004459365261715129
6261.076066766104,32,6.180793543827725e-06,4.487419134392516e-05,2.1273001701819917e-07,10916234.10155005,0.006152608502995739
587.3719903579816,114,1.802537788602709e-05,1.1607753215047314e-06,7.273169255542735e-06,1882270.754124948,0.0033159848244974145
1463.9796572273049,172,2.3441060713377534e-05,4.676672968749825e-05,9.493652473533797e-07,5216510.219267015,0.005890419820146201
6803.26680652653,76,1.4564740508266027e-05,7.735512515183443e-06,7.5566550895151324e-06,1841584.6292322436,0.0032564411512562394
548.0850465390776,299,1.5674421681747377e-05,2.9563863044463775e-06,5.808192186477136e-06,2036107.8693111315,0.005537278718595113
2027.6764884662373,298,2.654384850978138e-06,3.714038194324588e-06,2.7190349262911167e-06,3062090.016471152,0.004162739298885329
5712.970998982568,55,2.1747445686827878e-05,1.8096893563645248e-05,3.1274892701324725e-06,2859738.3377734628,0.00556783524382199
7073.004378080586,90,7.850746892796772e-06,3.1419400178170886e-05,1.2487181455340906e-06,4606576.654147786,0.004883087759293891
6693.631965274705,438,1.5761227972685556e-05,2.071324862943088e-05,1.3831562766632542e-05,1373278.0303055954,0.0035679466874965786
2630.558439875318,156,2.4498692073875257e-05,2.2521599478195945e-06,3.519439261463764e-05,868826.4975031757,0.006358677469205021
7265.702602801591,231,1.5292062413747387e-05,2.4347649074561025e-05,7.873083705533472e-06,1757702.4663628961,0.005777335563374188
2753.866331219601,352,1.8393027699145063e-05,2.2664406371248628e-05,4.890447333986034e-06,2230525.4593407144,0.005503525521812292
3591.2971325130434,24,1.1687670837370046e-05,3.80856140095807e-05,2.2811960446897517e-07,10606677.266835084,0.004373207816152757
7591.66834862123,388,2.4487802443613765e-06,1.470103202284648e-05,2.9530380998080836e-06,2995129.597525792,0.005812631884093761
6671.512540948539,130,2.0142384387754924e-05,1.1659027515923992e-05,1.2409022934786197e-05,1423006.5276293398,0.0037171936326741368
8567.62239969469,87,1.8399721903356562e-06,1.3541008926154686e-05,8.096482299390319e-07,5510535.401145913,0.002780812906470276
6747.322476853262,331,1.78157878933085e-05,1.5883251308862555e-05,1.477204573262925e-05,1267540.9585455605,0.0034379434742339136
5898.93173168698,304,1.5501177555912865e-06,3.0359078794991164e-05,5.36638543918036e-07,6920238.152087859,0.00408445440266977
1389.9102943668786,250,2.1695325677840095e-05,2.4104748787151914e-05,2.3270764276637853e-06,3291796.219712455,0.004245607538807655
